key,surah,ayah,word,latin_iast,latin_ascii
9:94:25,9,94,25,adṛśyera,adrsyera
9:94:26,9,94,26,o dṛśyera,o drsyera
9:94:27,9,94,27,takhana jāniẏe divena tomādera,takhana janiye divena tomadera
9:94:28,9,94,28,ai viṣayae yā,ai visayae ya
9:94:29,9,94,29,tomarā chile,tomara chile
9:94:30,9,94,30,kāja karate,kaja karate
9:94:31,9,94,31,(94),(94)
9:95:1,9,95,1,śīghrai tārā śapatha kare valave,sighrai tara sapatha kare valave
9:95:2,9,95,2,nāme āllāhara,name allahara
9:95:3,9,95,3,uddeśye tomādera,uddesye tomadera
9:95:4,9,95,4,yakhana,yakhana
9:95:5,9,95,5,phire yāve tomarā,phire yave tomara
9:95:6,9,95,6,dike tādera,dike tadera
9:95:7,9,95,7,yena tomarā upekṣā karo,yena tomara upeksa karo
9:95:8,9,95,8,vyāpāre tādera,vyapare tadera
9:95:9,9,95,9,tāi tomarā upekṣā karo,tai tomara upeksa karo
9:95:10,9,95,10,vyāpāre tādera,vyapare tadera
9:95:11,9,95,11,niścayai tārā,niscayai tara
9:95:12,9,95,12,apavitra,apavitra
9:95:13,9,95,13,evaṃ āvāsasthala tādera,evam avasasthala tadera
9:95:14,9,95,14,jāhānnāma,jahannama
9:95:15,9,95,15,pratiphala (svarūpa),pratiphala (svarupa)
9:95:16,9,95,16,ai viṣayaera yā,ai visayaera ya
9:95:17,9,95,17,tārā chilo,tara chilo
9:95:18,9,95,18,tārā upārjana kare āsate,tara uparjana kare asate
9:95:19,9,95,19,(95),(95)
9:96:1,9,96,1,śapatha kare tārā valave,sapatha kare tara valave
9:96:2,9,96,2,uddeśye tomādera,uddesye tomadera
9:96:3,9,96,3,yena tomarā santuṣṭa hao,yena tomara santusta hao
9:96:4,9,96,4,vyāpāre tādera,vyapare tadera
9:96:5,9,96,5,ataḥpara yadi,atahpara yadi
9:96:6,9,96,6,tomarā santuṣṭa hao,tomara santusta hao
9:96:7,9,96,7,vyāpāre tādera,vyapare tadera
9:96:8,9,96,8,tave niścayai,tave niscayai
9:96:9,9,96,9,āllāha,allaha
9:96:10,9,96,10,nā,na
9:96:11,9,96,11,santuṣṭa hana,santusta hana
9:96:12,9,96,12,hate,hate
9:96:13,9,96,13,(emana)sampradāẏa,(emana)sampradaya
9:96:14,9,96,14,(yārā)satyatyāgī,(yara)satyatyagi
9:96:15,9,96,15,(96),(96)
9:97:1,9,97,1,veduīnarā,veduinara
9:97:2,9,97,2,kaṭhoratara,kathoratara
9:97:3,9,97,3,aviśvāse,avisvase
9:97:4,9,97,4,o kapaṭatāẏa,o kapatataya
9:97:5,9,97,5,evaṃ veśi upayukta,evam vesi upayukta
9:97:6,9,97,6,ye nā,ye na
9:97:7,9,97,7,tārā jānave,tara janave
9:97:8,9,97,8,sīmārekhā,simarekha
9:97:9,9,97,9,yā,ya
9:97:10,9,97,10,avatīrṇa karechena,avatirna karechena
9:97:11,9,97,11,āllāha,allaha
9:97:12,9,97,12,upara,upara
9:97:13,9,97,13,rāsūlera tā~ra,rasulera ta~ra
9:97:14,9,97,14,evaṃ āllāha,evam allaha
9:97:15,9,97,15,mahājñānī,mahajnani
9:97:16,9,97,16,mahāvijña,mahavijna
9:97:17,9,97,17,(97),(97)
9:98:1,9,98,1,evaṃ madhya theke,evam madhya theke
9:98:2,9,98,2,veduīnadera,veduinadera
9:98:3,9,98,3,keu keu,keu keu
9:98:4,9,98,4,manara kare,manara kare
9:98:5,9,98,5,yā,ya
9:98:6,9,98,6,vyaẏa kare (āllāhara pathe),vyaya kare (allahara pathe)
9:98:7,9,98,7,jarimānāsvarūpa,jarimanasvarupa
9:98:8,9,98,8,o apekṣā kare,o apeksa kare
9:98:9,9,98,9,janye tomādera,janye tomadera
9:98:10,9,98,10,bhāgyacakrera parivartanera (arthāt amaṅgalera),bhagyacakrera parivartanera (arthat amangalera)
9:98:11,9,98,11,tādera upara (āsache),tadera upara (asache)
9:98:12,9,98,12,bhāgya viparyaẏa,bhagya viparyaya
9:98:13,9,98,13,khārāpa,kharapa
9:98:14,9,98,14,evaṃ āllāha,evam allaha
9:98:15,9,98,15,savakichu śunena,savakichu sunena
9:98:16,9,98,16,savakichu jānena,savakichu janena
9:98:17,9,98,17,(98),(98)
9:99:1,9,99,1,evaṃ madhya hate,evam madhya hate
9:99:2,9,99,2,veduīnadera,veduinadera
9:99:3,9,99,3,keu keu,keu keu
9:99:4,9,99,4,viśvāsa kare,visvasa kare
9:99:5,9,99,5,upara āllāhara,upara allahara
9:99:6,9,99,6,evaṃ dine,evam dine
9:99:7,9,99,7,ākherātera,akheratera
9:99:8,9,99,8,o mane kare,o mane kare
9:99:9,9,99,9,yā,ya
9:99:10,9,99,10,vyaẏa kare (āllāhara pathe),vyaya kare (allahara pathe)
9:99:11,9,99,11,sānnidhya lābhera upāẏa,sannidhya labhera upaya
9:99:12,9,99,12,kāche,kache
9:99:13,9,99,13,āllāhara,allahara
9:99:14,9,99,14,o doyaāra (mādhyama hiseve),o doyaara (madhyama hiseve)
9:99:15,9,99,15,rāsūlera,rasulera
9:99:16,9,99,16,jene rākho,jene rakho
9:99:17,9,99,17,niścayai tā,niscayai ta
9:99:18,9,99,18,sānnidhya lābhera mādhyama,sannidhya labhera madhyama
9:99:19,9,99,19,janye tādera,janye tadera
9:99:20,9,99,20,śīghrai praveśa karāvena tādera,sighrai pravesa karavena tadera
9:99:21,9,99,21,āllāha,allaha
9:99:22,9,99,22,madhye,madhye
9:99:23,9,99,23,daẏāra tā~ra,dayara ta~ra
9:99:24,9,99,24,niścayai,niscayai
9:99:25,9,99,25,āllāha,allaha
9:99:26,9,99,26,kṣamāśīla,ksamasila
9:99:27,9,99,27,parama daẏālu,parama dayalu
9:99:28,9,99,28,(99),(99)
9:100:1,9,100,1,o agragāmīrā,o agragamira
9:100:2,9,100,2,prathama,prathama
9:100:3,9,100,3,madhya hate,madhya hate
9:100:4,9,100,4,muhājeradera,muhajeradera
9:100:5,9,100,5,o ānasāradera,o anasaradera
9:100:6,9,100,6,o yārā,o yara
9:100:7,9,100,7,anusaraṇa kareche tādera,anusarana kareche tadera
9:100:8,9,100,8,sāthe satatāra,sathe satatara
9:100:9,9,100,9,santuṣṭa hayaechena,santusta hayaechena
9:100:10,9,100,10,āllāha,allaha
9:100:11,9,100,11,upara tādera,upara tadera
9:100:12,9,100,12,o tārā khuśi hayaeche,o tara khusi hayaeche
9:100:13,9,100,13,upara tā~ra,upara ta~ra
9:100:14,9,100,14,o prastuta kare tini rekhechena,o prastuta kare tini rekhechena
9:100:15,9,100,15,janye tādera,janye tadera
9:100:16,9,100,16,jānnāta,jannata
9:100:17,9,100,17,pravāhita haya,pravahita haya
9:100:18,9,100,18,nice tāra,nice tara
9:100:19,9,100,19,jharnādhārā,jharnadhara
9:100:20,9,100,20,tārā shāẏī have,tara shayi have
9:100:21,9,100,21,madhye tāra,madhye tara
9:100:22,9,100,22,cirakāla,cirakala
9:100:23,9,100,23,eṭāi,etai
9:100:24,9,100,24,saphalatā,saphalata
9:100:25,9,100,25,mahā,maha
9:100:26,9,100,26,(100),(100)
9:101:1,9,101,1,evaṃ madhye tādera yārā,evam madhye tadera yara
9:101:2,9,101,2,tomādera āśapāśe(āche),tomadera asapase(ache)
9:101:3,9,101,3,keu keu,keu keu
9:101:4,9,101,4,veduīnadera,veduinadera
9:101:5,9,101,5,(anekei) munāpheka,(anekei) munapheka
9:101:6,9,101,6,evaṃ keu keu,evam keu keu
9:101:7,9,101,7,adhivāsī,adhivasi
9:101:8,9,101,8,mādīnāha,madinaha
9:101:9,9,101,9,tārā carame pau~che giẏeche,tara carame pau~che giyeche
9:101:10,9,101,10,kṣetre,ksetre
9:101:11,9,101,11,kapaṭatāra,kapatatara
9:101:12,9,101,12,nā,na
9:101:13,9,101,13,jāno tumi tādera,jano tumi tadera
9:101:14,9,101,14,āmarā,amara
9:101:15,9,101,15,jāni tādera,jani tadera
9:101:16,9,101,16,śīghrai āmarā śāsti divo tādera,sighrai amara sasti divo tadera
9:101:17,9,101,17,du'vāra,du'vara
9:101:18,9,101,18,erapara,erapara
9:101:19,9,101,19,tādera phiriyae neyaā have,tadera phiriyae neyaa have
9:101:20,9,101,20,dike,dike
9:101:21,9,101,21,śāstira,sastira
9:101:22,9,101,22,kaṭhora,kathora
9:101:23,9,101,23,(101),(101)
9:102:1,9,102,1,evaṃ āro kichu loka (āche),evam aro kichu loka (ache)
9:102:2,9,102,2,tārā svīkāra kareche,tara svikara kareche
9:102:3,9,102,3,aparādha tādera,aparadha tadera
9:102:4,9,102,4,tārā miśiẏe pheleche,tara misiye pheleche
9:102:5,9,102,5,(kichu) kāja,(kichu) kaja
9:102:6,9,102,6,bhālo,bhalo
9:102:7,9,102,7,o anya kichu,o anya kichu
9:102:8,9,102,8,(kāja) manda,(kaja) manda
9:102:9,9,102,9,āśā karā yāẏa,asa kara yaya
9:102:10,9,102,10,āllāha,allaha
9:102:11,9,102,11,ye,ye
9:102:12,9,102,12,kṣamā karavena,ksama karavena
9:102:13,9,102,13,prati tādera,prati tadera
9:102:14,9,102,14,niścayai,niscayai
9:102:15,9,102,15,āllāha,allaha
9:102:16,9,102,16,kṣamāśīla,ksamasila
9:102:17,9,102,17,parama daẏālu,parama dayalu
9:102:18,9,102,18,(102),(102)
9:103:1,9,103,1,grahaṇa karo,grahana karo
9:103:2,9,103,2,hate,hate
9:103:3,9,103,3,dhanasampada tādera,dhanasampada tadera
9:103:4,9,103,4,sadakā,sadaka
9:103:5,9,103,5,tumi pavitra karave tādera,tumi pavitra karave tadera
9:103:6,9,103,6,o pariśuddhi karave tādera,o parisuddhi karave tadera
9:103:7,9,103,7,diyae tā,diyae ta
9:103:8,9,103,8,o doyaā karo tumi,o doyaa karo tumi
9:103:9,9,103,9,janye tādera,janye tadera
9:103:10,9,103,10,niścayai,niscayai
9:103:11,9,103,11,doyaā tomāra,doyaa tomara
9:103:12,9,103,12,praśānti,prasanti
9:103:13,9,103,13,janye tādera,janye tadera
9:103:14,9,103,14,evaṃ āllāha,evam allaha
9:103:15,9,103,15,sava śunena,sava sunena
9:103:16,9,103,16,sava jānena,sava janena
9:103:17,9,103,17,(103),(103)
9:104:1,9,104,1,ki nā,ki na
9:104:2,9,104,2,tārā jāne,tara jane
9:104:3,9,104,3,ye,ye
9:104:4,9,104,4,āllāha,allaha
9:104:5,9,104,5,tinii (yini),tinii (yini)
9:104:6,9,104,6,grahaṇa karena,grahana karena
9:104:7,9,104,7,taovā,taova
9:104:8,9,104,8,hate,hate
9:104:9,9,104,9,dāsadera tā~ra,dasadera ta~ra
9:104:10,9,104,10,o grahaṇa karena,o grahana karena
9:104:11,9,104,11,sadakā,sadaka
9:104:12,9,104,12,evaṃ (eo) ye,evam (eo) ye
9:104:13,9,104,13,āllāha,allaha
9:104:14,9,104,14,tinii,tinii
9:104:15,9,104,15,kṣamāśīla,ksamasila
9:104:16,9,104,16,parama daẏālu,parama dayalu
9:104:17,9,104,17,(104),(104)
9:105:1,9,105,1,evaṃ valo,evam valo
9:105:2,9,105,2,"""tomarā kāja karo","""tomara kaja karo"
9:105:3,9,105,3,ataḥpara śīghrai dekhavena,atahpara sighrai dekhavena
9:105:4,9,105,4,āllāha,allaha
9:105:5,9,105,5,kāja tomādera,kaja tomadera
9:105:6,9,105,6,evaṃ rāsūla tā~ra,evam rasula ta~ra
9:105:7,9,105,7,evaṃ mu'minarāo (dekhave),evam mu'minarao (dekhave)
9:105:8,9,105,8,evaṃ acirei tomādera phiriyae neyaā have,evam acirei tomadera phiriyae neyaa have
9:105:9,9,105,9,(tā~ra) dike,(ta~ra) dike
9:105:10,9,105,10,(yini) avahita,(yini) avahita
9:105:11,9,105,11,adṛśya(samparke),adrsya(samparke)
9:105:12,9,105,12,evaṃ dṛśya (samparkeo),evam drsya (samparkeo)
9:105:13,9,105,13,ataḥpara jānāvena tomāderake,atahpara janavena tomaderake
9:105:14,9,105,14,ai viṣayae yā,ai visayae ya
9:105:15,9,105,15,tomarā chile,tomara chile
9:105:16,9,105,16,"kāja karate""","kaja karate"""
9:105:17,9,105,17,(105),(105)
9:106:1,9,106,1,evaṃ anyakichu (loka),evam anyakichu (loka)
9:106:2,9,106,2,apekṣāmāna,apeksamana
9:106:3,9,106,3,janye nirdeśera,janye nirdesera
9:106:4,9,106,4,āllāhara,allahara
9:106:5,9,106,5,haya,haya
9:106:6,9,106,6,tini śāsti divena tādera,tini sasti divena tadera
9:106:7,9,106,7,āra nā haya,ara na haya
9:106:8,9,106,8,kṣamā karavena,ksama karavena
9:106:9,9,106,9,prati tādera,prati tadera
9:106:10,9,106,10,evaṃ āllāha,evam allaha
9:106:11,9,106,11,savakichu jānena,savakichu janena
9:106:12,9,106,12,prajñāmaya,prajnamaya
9:106:13,9,106,13,(106),(106)
9:107:1,9,107,1,evaṃ yārā,evam yara
9:107:2,9,107,2,nirmāṇa kareche,nirmana kareche
9:107:3,9,107,3,māsajidake,masajidake
9:107:4,9,107,4,kṣati karāra,ksati karara
9:107:5,9,107,5,o satya pratyākhyānera,o satya pratyakhyanera
9:107:6,9,107,6,o vibheda sṛṣṭira uddeśye,o vibheda srstira uddesye
9:107:7,9,107,7,mājhe,majhe
9:107:8,9,107,8,mu'minadera,mu'minadera
9:107:9,9,107,9,o ghā~ṭi hiseve (vyavahārera janye),o gha~ti hiseve (vyavaharera janye)
9:107:10,9,107,10,janye tāra ye,janye tara ye
9:107:11,9,107,11,yuddha kareche,yuddha kareche
9:107:12,9,107,12,āllāhara,allahara
9:107:13,9,107,13,o tā~ra rāsūlera (viruddhe),o ta~ra rasulera (viruddhe)
9:107:14,9,107,14,theke,theke
9:107:15,9,107,15,pūrva,purva
9:107:16,9,107,16,evaṃ avaśyai tārā śapatha karavei,evam avasyai tara sapatha karavei
9:107:17,9,107,17,"""nā","""na"
9:107:18,9,107,18,icche karechilāma āmarā,icche karechilama amara
9:107:19,9,107,19,e chāḍaā,e chadaa
9:107:20,9,107,20,"uttama""","uttama"""
9:107:21,9,107,21,evaṃ āllāha,evam allaha
9:107:22,9,107,22,sākṣya dicchena,saksya dicchena
9:107:23,9,107,23,niścayai tārā,niscayai tara
9:107:24,9,107,24,avaśyai mithyāvādī,avasyai mithyavadi
9:107:25,9,107,25,(107),(107)
9:108:1,9,108,1,nā,na
9:108:2,9,108,2,tumi dā~ḍaāve,tumi da~daave
9:108:3,9,108,3,madhye tāra,madhye tara
9:108:4,9,108,4,kakhanao,kakhanao
9:108:5,9,108,5,avaśyai ye māsajidera,avasyai ye masajidera
9:108:6,9,108,6,bhitti shāpita hayaeche,bhitti shapita hayaeche
9:108:7,9,108,7,upara,upara
9:108:8,9,108,8,tākaoyaāra,takaoyaara
9:108:9,9,108,9,hate,hate
9:108:10,9,108,10,prathama,prathama
9:108:11,9,108,11,dina,dina
9:108:12,9,108,12,adhikayogya,adhikayogya
9:108:13,9,108,13,ye,ye
9:108:14,9,108,14,tumi dā~ḍaāve,tumi da~daave
9:108:15,9,108,15,madhye tāra (sālātera janye),madhye tara (salatera janye)
9:108:16,9,108,16,madhye tāra (āche),madhye tara (ache)
9:108:17,9,108,17,(emana) loka,(emana) loka
9:108:18,9,108,18,(yārā) pachanda kare,(yara) pachanda kare
9:108:19,9,108,19,ye,ye
9:108:20,9,108,20,tārā bhālobhāve pavitratā arjana karave,tara bhalobhave pavitrata arjana karave
9:108:21,9,108,21,evaṃ āllāha,evam allaha
9:108:22,9,108,22,pachanda karena,pachanda karena
9:108:23,9,108,23,pavitratā arjanakārīderake,pavitrata arjanakariderake
9:108:24,9,108,24,(108),(108)
9:109:1,9,109,1,ki tave ye,ki tave ye
9:109:2,9,109,2,bhitti shāpana kareche,bhitti shapana kareche
9:109:3,9,109,3,gharera tāra,gharera tara
9:109:4,9,109,4,upara,upara
9:109:5,9,109,5,tākaoyaāra,takaoyaara
9:109:6,9,109,6,era,era
9:109:7,9,109,7,āllāha,allaha
9:109:8,9,109,8,o tā~ra santuṣṭira (janye),o ta~ra santustira (janye)
9:109:9,9,109,9,uttama,uttama
9:109:10,9,109,10,nā ki,na ki
9:109:11,9,109,11,ye,ye
9:109:12,9,109,12,bhitti shāpana kareche,bhitti shapana kareche
9:109:13,9,109,13,gharera tāra,gharera tara
9:109:14,9,109,14,upara,upara
9:109:15,9,109,15,kinārāra,kinarara
9:109:16,9,109,16,khādera,khadera
9:109:17,9,109,17,par̤anta,paranta
9:109:18,9,109,18,ataḥpara tā paḍalo,atahpara ta padalo
9:109:19,9,109,19,saha tāke,saha take
9:109:20,9,109,20,madhye,madhye
9:109:21,9,109,21,āgunera,agunera
9:109:22,9,109,22,jāhānnāmera,jahannamera
9:109:23,9,109,23,evaṃ āllāha,evam allaha
9:109:24,9,109,24,nā,na
9:109:25,9,109,25,patha dekhāna,patha dekhana
9:109:26,9,109,26,(emana)sampradāẏake,(emana)sampradayake
9:109:27,9,109,27,(yārā)sīmālaṅghanakārī,(yara)simalanghanakari
9:109:28,9,109,28,(109),(109)
9:110:1,9,110,1,nā,na
9:110:2,9,110,2,sarvadā hayae thākave,sarvada hayae thakave
9:110:3,9,110,3,ghara tādera,ghara tadera
9:110:4,9,110,4,yā,ya
9:110:5,9,110,5,tārā vāniyaeche,tara vaniyaeche
9:110:6,9,110,6,sandehera kāraṇa (vīja),sandehera karana (vija)
9:110:7,9,110,7,madhye,madhye
9:110:8,9,110,8,antarera tādera,antarera tadera
9:110:9,9,110,9,ye paryanta nā,ye paryanta na
9:110:10,9,110,10,ye,ye
9:110:11,9,110,11,chinnabhinna have,chinnabhinna have
9:110:12,9,110,12,antara tādera,antara tadera
9:110:13,9,110,13,āra āllāha,ara allaha
9:110:14,9,110,14,savakichu jānena,savakichu janena
9:110:15,9,110,15,mahāvijña,mahavijna
9:110:16,9,110,16,(110),(110)
9:111:1,9,111,1,niścayai,niscayai
9:111:2,9,111,2,āllāha,allaha
9:111:3,9,111,3,kine niyaechena,kine niyaechena
9:111:4,9,111,4,hate,hate
9:111:5,9,111,5,mu'minadera,mu'minadera
9:111:6,9,111,6,jīvanake tādera,jivanake tadera
9:111:7,9,111,7,o dhanasampadake tādera,o dhanasampadake tadera
9:111:8,9,111,8,vinimayae ye,vinimayae ye
9:111:9,9,111,9,janye tādera (raẏeche),janye tadera (rayeche)
9:111:10,9,111,10,jānnāta,jannata
9:111:11,9,111,11,tārā laḍaāi kare,tara ladaai kare
9:111:12,9,111,12,madhye,madhye
9:111:13,9,111,13,pathera,pathera
9:111:14,9,111,14,āllāhara,allahara
9:111:15,9,111,15,ataḥpara tārā māre,atahpara tara mare
9:111:16,9,111,16,o tārā nihata haya,o tara nihata haya
9:111:17,9,111,17,pratiśruti (rayaeche),pratisruti (rayaeche)
9:111:18,9,111,18,samparke e,samparke e
9:111:19,9,111,19,satya,satya
9:111:20,9,111,20,madhye,madhye
9:111:21,9,111,21,tāorātera,taoratera
9:111:22,9,111,22,o inajilera,o inajilera
9:111:23,9,111,23,evaṃ kuraāneo,evam kuraaneo
9:111:24,9,111,24,evaṃ (āra) ke,evam (ara) ke
9:111:25,9,111,25,adhika pālanakārī (hate pāre),adhika palanakari (hate pare)
9:111:26,9,111,26,samparke pratiśruti tāra,samparke pratisruti tara
9:111:27,9,111,27,ceyaeo,ceyaeo
9:111:28,9,111,28,āllāhara,allahara
9:111:29,9,111,29,ataeva tomarā khuśi hao,ataeva tomara khusi hao
9:111:30,9,111,30,niẏe tomādera kenā vecāra,niye tomadera kena vecara
9:111:31,9,111,31,yā,ya
9:111:32,9,111,32,kenāvecā karacho tomarā,kenaveca karacho tomara
9:111:33,9,111,33,sāthe tā~ra,sathe ta~ra
9:111:34,9,111,34,evaṃ eṭā,evam eta
9:111:35,9,111,35,sei,sei
9:111:36,9,111,36,saphalatā,saphalata
9:111:37,9,111,37,mahā,maha
9:111:38,9,111,38,(111),(111)
9:112:1,9,112,1,(tārā) taovākārī,(tara) taovakari
9:112:2,9,112,2,ivādatakārī,ivadatakari
9:112:3,9,112,3,(āllāhara) praśaṃsākārī,(allahara) prasamsakari
9:112:4,9,112,4,siẏāma pālanakārī,siyama palanakari
9:112:5,9,112,5,rukukārī,rukukari
9:112:6,9,112,6,sijadākārī,sijadakari
9:112:7,9,112,7,nirdeśadānakārī,nirdesadanakari
9:112:8,9,112,8,vyāpāre bhālo kājera,vyapare bhalo kajera
9:112:9,9,112,9,o niṣedhakārī,o nisedhakari
9:112:10,9,112,10,hate,hate
9:112:11,9,112,11,mandakāja,mandakaja
9:112:12,9,112,12,evaṃ saṃrakṣaṇakārī,evam samraksanakari
9:112:13,9,112,13,prati sīmārekhāra,prati simarekhara
9:112:14,9,112,14,āllāhara,allahara
9:112:15,9,112,15,āra tumi susaṃvāda dāo,ara tumi susamvada dao
9:112:16,9,112,16,(aisava) mu'minaderake,(aisava) mu'minaderake
9:112:17,9,112,17,(112),(112)
9:113:1,9,113,1,naẏa,naya
9:113:2,9,113,2,śobhanīẏa,sobhaniya
9:113:3,9,113,3,janye nāvīra,janye navira
9:113:4,9,113,4,evaṃ yārā,evam yara
9:113:5,9,113,5,īmāna eneche (tādera janye),imana eneche (tadera janye)
9:113:6,9,113,6,ye,ye
9:113:7,9,113,7,tārā kṣamā cāive (āllāhara kāche),tara ksama caive (allahara kache)
9:113:8,9,113,8,janye muśarikadera,janye musarikadera
9:113:9,9,113,9,evaṃ yadio,evam yadio
9:113:10,9,113,10,tārā haya,tara haya
9:113:11,9,113,11,sampannarā,sampannara
9:113:12,9,113,12,naikaṭya,naikatya
9:113:13,9,113,13,thekeo,thekeo
9:113:14,9,113,14,para,para
9:113:15,9,113,15,yā,ya
9:113:16,9,113,16,spaṣṭa hayaeche,spasta hayaeche
9:113:17,9,113,17,kāche tādera,kache tadera
9:113:18,9,113,18,ye tārā,ye tara
9:113:19,9,113,19,adhivāsī,adhivasi
9:113:20,9,113,20,jāhānnāmera,jahannamera
9:113:21,9,113,21,(113),(113)
9:114:1,9,114,1,evaṃ nā,evam na
9:114:2,9,114,2,chilo,chilo
9:114:3,9,114,3,kṣamā cāoyaā,ksama caoyaa
9:114:4,9,114,4,ivarāhīmera,ivarahimera
9:114:5,9,114,5,janye pitāra tāra,janye pitara tara
9:114:6,9,114,6,e chāḍaā ye,e chadaa ye
9:114:7,9,114,7,janye,janye
9:114:8,9,114,8,pratiśrutira,pratisrutira
9:114:9,9,114,9,yā se pratiśruti diyaechilo,ya se pratisruti diyaechilo
9:114:10,9,114,10,kāche tāra,kache tara
9:114:11,9,114,11,ataḥpara yakhana,atahpara yakhana
9:114:12,9,114,12,prakāśa halo,prakasa halo
9:114:13,9,114,13,kāche tāra,kache tara
9:114:14,9,114,14,ye se,ye se
9:114:15,9,114,15,śatru,satru
9:114:16,9,114,16,janye āllāhara,janye allahara
9:114:17,9,114,17,se samparka chinna karalo,se samparka chinna karalo
9:114:18,9,114,18,theke tāra,theke tara
9:114:19,9,114,19,niścayai,niscayai
9:114:20,9,114,20,ivarāhīma (chilo),ivarahima (chilo)
9:114:21,9,114,21,avaśyai komala hṛdayaera,avasyai komala hrdayaera
9:114:22,9,114,22,sahanaśīla (mānuṣa),sahanasila (manusa)
9:114:23,9,114,23,(114),(114)
9:115:1,9,115,1,evaṃ nā,evam na
9:115:2,9,115,2,emana hona ye,emana hona ye
9:115:3,9,115,3,āllāha,allaha
9:115:4,9,115,4,yena tini pathabhraṣṭa karena,yena tini pathabhrasta karena
9:115:5,9,115,5,sampradāẏake,sampradayake
9:115:6,9,115,6,eraparao,eraparao
9:115:7,9,115,7,yakhana,yakhana
9:115:8,9,115,8,patha pradarśana karechena tāderake,patha pradarsana karechena taderake
9:115:9,9,115,9,yatakṣaṇa nā,yataksana na
9:115:10,9,115,10,spaṣṭa vale dena,spasta vale dena
9:115:11,9,115,11,kāche tādera,kache tadera
9:115:12,9,115,12,ki (theke),ki (theke)
9:115:13,9,115,13,tārā virata thākave,tara virata thakave
9:115:14,9,115,14,niścayai,niscayai
9:115:15,9,115,15,āllāha,allaha
9:115:16,9,115,16,samparke sava,samparke sava
9:115:17,9,115,17,kichu,kichu
9:115:18,9,115,18,khuva avahita,khuva avahita
9:115:19,9,115,19,(115),(115)
9:116:1,9,116,1,niścayai,niscayai
9:116:2,9,116,2,āllāha (emana sattvā) ye,allaha (emana sattva) ye
9:116:3,9,116,3,janye tā~rai,janye ta~rai
9:116:4,9,116,4,sārvabhaumatva,sarvabhaumatva
9:116:5,9,116,5,ākāśasamūhera,akasasamuhera
9:116:6,9,116,6,o pṛthivīra,o prthivira
9:116:7,9,116,7,tini jīvita karena,tini jivita karena
9:116:8,9,116,8,evaṃ tini mṛtyu ghaṭāna,evam tini mrtyu ghatana
9:116:9,9,116,9,evaṃ nei,evam nei
9:116:10,9,116,10,janye tomādera,janye tomadera
9:116:11,9,116,11,diẏe,diye
9:116:12,9,116,12,cher̤e,chere
9:116:13,9,116,13,āllāha,allaha
9:116:14,9,116,14,kono,kono
